               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  56,            0.066328,             0.20172,            0.033659,             0.39936,             0.25011,             0.23055,            0.095418,             0.07171,             0.16687,            0.035282,            0.004796,            0.004796,            0.004796
                  57,            0.066013,             0.20167,            0.033367,             0.37222,             0.25728,              0.2312,             0.09741,            0.071579,             0.16722,            0.035348,           0.0046568,           0.0046568,           0.0046568
                  58,            0.066147,             0.20148,            0.033317,             0.37728,             0.25867,             0.23489,             0.10087,            0.071391,             0.16718,            0.035275,           0.0045184,           0.0045184,           0.0045184
                  59,            0.066293,             0.20142,            0.033489,             0.41586,             0.25479,             0.24052,             0.10265,             0.07106,             0.16643,            0.034857,           0.0043809,           0.0043809,           0.0043809
                  60,            0.065763,             0.20074,            0.032962,             0.40335,             0.26791,             0.24224,              0.1031,             0.07088,             0.16576,            0.034638,           0.0042445,           0.0042445,           0.0042445
                  61,            0.065656,             0.20072,            0.032622,             0.40631,             0.25906,             0.24464,             0.10497,            0.070632,             0.16575,             0.03452,           0.0041094,           0.0041094,           0.0041094
                  62,            0.065667,             0.20051,            0.032672,             0.39249,             0.27121,             0.24729,             0.10857,             0.07039,             0.16567,             0.03443,           0.0039757,           0.0039757,           0.0039757
                  63,            0.065464,             0.20026,            0.032446,              0.4176,             0.25852,             0.24762,             0.10903,            0.070473,             0.16524,            0.034423,           0.0038434,           0.0038434,           0.0038434
                  64,            0.065469,              0.1998,            0.032442,             0.41823,             0.25937,              0.2478,               0.109,            0.070406,             0.16494,            0.034407,           0.0037128,           0.0037128,           0.0037128
                  65,            0.065305,             0.19924,            0.032374,             0.42403,             0.25887,             0.24993,             0.11054,            0.070263,             0.16439,            0.034263,            0.003584,            0.003584,            0.003584
                  66,            0.065247,             0.20006,            0.032167,             0.40557,             0.26447,             0.25018,             0.11111,             0.07026,             0.16442,            0.034287,            0.003457,            0.003457,            0.003457
                  67,            0.065323,             0.19976,            0.032199,             0.38519,             0.27728,             0.25187,             0.11232,            0.070176,              0.1637,             0.03427,           0.0033321,           0.0033321,           0.0033321
                  68,            0.065205,             0.19886,            0.031916,             0.44559,             0.25264,             0.25201,              0.1126,            0.070079,             0.16325,            0.034119,           0.0032093,           0.0032093,           0.0032093
                  69,            0.065109,             0.19905,            0.031696,             0.40472,             0.26842,             0.25055,              0.1123,              0.0702,             0.16315,            0.034178,           0.0030888,           0.0030888,           0.0030888
                  70,             0.06498,             0.19901,            0.031594,             0.46845,             0.24788,             0.25055,             0.11153,            0.070304,             0.16287,            0.034234,           0.0029706,           0.0029706,           0.0029706
                  71,             0.06526,             0.19894,            0.031933,             0.40469,             0.27029,             0.25415,             0.11271,             0.06991,             0.16186,            0.033787,            0.002855,            0.002855,            0.002855
                  72,            0.064884,             0.19853,            0.031619,             0.41521,              0.2708,              0.2573,             0.11494,            0.069835,              0.1616,            0.033649,           0.0027419,           0.0027419,           0.0027419
                  73,            0.064592,             0.19762,            0.031007,             0.41692,               0.267,             0.25425,             0.11424,            0.069892,             0.16165,            0.033765,           0.0026316,           0.0026316,           0.0026316
                  74,            0.064575,             0.19798,            0.031037,             0.40485,             0.27591,             0.25574,              0.1151,            0.069929,             0.16185,            0.033943,           0.0025241,           0.0025241,           0.0025241
                  75,            0.064447,               0.197,            0.030731,             0.46467,             0.25197,             0.25558,             0.11572,            0.070094,             0.16265,            0.034262,           0.0024195,           0.0024195,           0.0024195
                  76,            0.064361,             0.19687,            0.030736,              0.4007,             0.27017,             0.25217,              0.1151,            0.070166,             0.16349,            0.034629,            0.002318,            0.002318,            0.002318
                  77,            0.064289,             0.19677,            0.030549,             0.43099,             0.26023,             0.25208,             0.11462,            0.070363,              0.1644,            0.035051,           0.0022196,           0.0022196,           0.0022196
                  78,            0.064237,             0.19619,            0.030385,             0.41911,             0.25655,             0.24596,             0.11205,            0.070492,              0.1649,            0.035324,           0.0021245,           0.0021245,           0.0021245
                  79,            0.064176,             0.19644,            0.030322,              0.3882,             0.27291,             0.24715,             0.11321,            0.070681,              0.1657,            0.035735,           0.0020327,           0.0020327,           0.0020327
                  80,            0.064036,             0.19589,            0.030161,             0.43091,             0.24971,             0.24136,             0.11064,            0.070841,             0.16621,            0.036068,           0.0019443,           0.0019443,           0.0019443
                  81,            0.063883,             0.19537,            0.030096,              0.4618,             0.24149,             0.24328,             0.11095,             0.07091,             0.16644,            0.036157,           0.0018594,           0.0018594,           0.0018594
                  82,            0.063986,             0.19574,            0.030009,             0.43544,             0.24523,             0.24105,              0.1103,            0.071044,               0.167,            0.036219,           0.0017781,           0.0017781,           0.0017781
                  83,            0.063919,             0.19552,            0.029868,             0.41399,             0.24703,             0.23711,             0.10823,            0.071308,             0.16737,            0.036517,           0.0017005,           0.0017005,           0.0017005
                  84,            0.063759,              0.1954,            0.029751,             0.40803,             0.24794,             0.23272,             0.10658,            0.071582,             0.16775,            0.036872,           0.0016267,           0.0016267,           0.0016267
                  85,            0.063792,             0.19526,            0.029693,             0.36903,             0.26066,             0.23397,             0.10643,            0.071722,             0.16783,            0.037021,           0.0015566,           0.0015566,           0.0015566
                  86,            0.063765,             0.19516,            0.029603,             0.42322,             0.24314,             0.23028,             0.10408,            0.071959,             0.16799,            0.037179,           0.0014905,           0.0014905,           0.0014905
                  87,            0.063585,             0.19447,            0.029549,             0.43593,             0.23209,             0.22707,             0.10159,            0.072237,             0.16819,            0.037419,           0.0014283,           0.0014283,           0.0014283
                  88,            0.063594,             0.19435,            0.029444,             0.39347,             0.24988,             0.22619,             0.10194,            0.072333,             0.16855,            0.037496,           0.0013701,           0.0013701,           0.0013701
                  89,            0.063534,             0.19462,            0.029357,             0.41007,             0.24012,             0.22616,             0.10156,            0.072423,             0.16879,             0.03752,            0.001316,            0.001316,            0.001316
                  90,            0.063532,             0.19415,            0.029284,             0.43602,              0.2294,             0.22447,             0.10047,             0.07267,             0.16916,            0.037658,            0.001266,            0.001266,            0.001266
                  91,            0.063404,             0.19371,            0.029198,             0.42058,               0.229,             0.22261,             0.09861,            0.072777,             0.16935,            0.037721,           0.0012202,           0.0012202,           0.0012202
                  92,            0.063392,             0.19433,            0.029057,             0.40553,              0.2295,             0.22045,            0.097687,              0.0731,              0.1697,            0.038014,           0.0011787,           0.0011787,           0.0011787
                  93,            0.063457,             0.19374,            0.029033,              0.3388,             0.25392,             0.22011,            0.096015,            0.073304,             0.16959,             0.03819,           0.0011414,           0.0011414,           0.0011414
                  94,              0.0634,             0.19364,            0.029002,             0.41538,             0.22198,              0.2165,            0.094174,            0.073479,             0.16955,            0.038266,           0.0011084,           0.0011084,           0.0011084
                  95,            0.063305,             0.19326,            0.028944,             0.39432,             0.22682,             0.21633,            0.094018,            0.073719,             0.16987,            0.038431,           0.0010797,           0.0010797,           0.0010797
                  96,            0.063222,              0.1936,            0.028891,             0.39201,             0.23455,             0.21476,            0.091587,            0.074056,             0.17035,            0.038754,           0.0010554,           0.0010554,           0.0010554
                  97,            0.063214,             0.19305,            0.028768,               0.408,             0.21945,             0.21222,            0.090833,            0.074222,              0.1704,            0.038859,           0.0010355,           0.0010355,           0.0010355
                  98,            0.063282,             0.19349,             0.02887,             0.37088,             0.23362,             0.21039,            0.088835,            0.074415,             0.17058,            0.038987,             0.00102,             0.00102,             0.00102
                  99,            0.063158,             0.19233,            0.028769,             0.39955,             0.22139,             0.20901,            0.089337,             0.07442,             0.17035,            0.038981,           0.0010089,           0.0010089,           0.0010089
                  99,            0.063158,             0.19233,            0.028769,             0.42348,             0.25039,             0.24713,             0.12003,            0.070119,             0.16261,            0.034313,           0.0010089,           0.0010089,           0.0010089
