               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.067081,             0.20064,            0.033874,             0.48259,             0.34371,             0.34172,             0.17197,            0.063612,              0.1531,            0.027182,            0.007543,            0.007543,            0.007543
                  37,            0.067063,             0.20116,             0.03382,             0.46338,             0.34554,             0.34269,             0.17218,             0.06354,             0.15297,            0.027152,            0.007416,            0.007416,            0.007416
                  38,            0.066946,             0.20077,            0.033688,             0.48446,             0.34197,             0.34456,             0.17263,            0.063468,              0.1527,            0.027053,           0.0072872,           0.0072872,           0.0072872
                  39,            0.066937,             0.20099,            0.033571,             0.50543,              0.3353,             0.34571,             0.17453,            0.063425,             0.15273,            0.026889,           0.0071566,           0.0071566,           0.0071566
                  40,            0.066893,             0.20068,            0.033461,             0.49062,             0.33597,             0.34662,             0.17522,            0.063359,             0.15268,            0.026865,           0.0070243,           0.0070243,           0.0070243
                  41,            0.066817,             0.20037,            0.033342,             0.46664,             0.35818,             0.34986,             0.17652,            0.063333,             0.15261,            0.026678,           0.0068906,           0.0068906,           0.0068906
                  42,            0.066631,             0.19999,            0.033233,             0.49114,             0.34168,             0.35206,             0.17762,            0.063216,             0.15264,            0.026562,           0.0067555,           0.0067555,           0.0067555
                  43,            0.066561,             0.20018,            0.033093,             0.53557,             0.33173,             0.35253,             0.17815,            0.063162,             0.15262,            0.026548,           0.0066191,           0.0066191,           0.0066191
                  44,            0.066549,             0.19954,            0.033047,             0.49567,             0.35232,               0.355,             0.17819,            0.063159,             0.15254,            0.026421,           0.0064816,           0.0064816,           0.0064816
                  45,            0.066392,             0.19893,            0.032912,             0.48318,             0.35799,             0.35489,             0.17966,            0.063077,             0.15252,            0.026347,           0.0063432,           0.0063432,           0.0063432
                  46,            0.066369,             0.19946,             0.03281,             0.47636,              0.3618,             0.35641,             0.18047,            0.063014,             0.15239,            0.026298,            0.006204,            0.006204,            0.006204
                  47,             0.06638,             0.19967,            0.032634,             0.50176,             0.34594,             0.35752,             0.18134,            0.062971,             0.15223,            0.026258,            0.006064,            0.006064,            0.006064
                  48,            0.066296,             0.19947,            0.032559,              0.5075,              0.3571,             0.36151,             0.18332,            0.062919,             0.15225,            0.026145,           0.0059235,           0.0059235,           0.0059235
                  49,            0.066194,             0.19922,            0.032487,             0.50431,              0.3548,             0.36062,             0.18326,            0.062833,             0.15222,            0.026081,           0.0057826,           0.0057826,           0.0057826
                  50,            0.066087,             0.19937,            0.032337,             0.48743,             0.36128,             0.36258,             0.18419,             0.06275,             0.15219,            0.026032,           0.0056413,           0.0056413,           0.0056413
                  51,            0.066047,             0.19862,            0.032264,               0.505,             0.35944,              0.3625,             0.18426,            0.062745,             0.15203,            0.026001,              0.0055,              0.0055,              0.0055
                  52,            0.065891,             0.19812,            0.032226,               0.494,             0.35939,             0.36389,             0.18536,            0.062709,             0.15194,            0.025828,           0.0053587,           0.0053587,           0.0053587
                  53,            0.065915,             0.19822,            0.032132,             0.51198,             0.35874,             0.36515,             0.18608,            0.062644,             0.15202,            0.025858,           0.0052174,           0.0052174,           0.0052174
                  54,            0.065778,              0.1983,            0.031964,             0.50657,              0.3615,             0.36703,             0.18829,            0.062601,             0.15174,            0.025739,           0.0050765,           0.0050765,           0.0050765
                  55,            0.065771,             0.19819,            0.031936,             0.49362,              0.3656,             0.36653,             0.18726,            0.062613,              0.1519,            0.025702,            0.004936,            0.004936,            0.004936
                  56,            0.065683,              0.1975,            0.031625,             0.48261,             0.37146,             0.36707,             0.18871,            0.062513,             0.15169,            0.025591,            0.004796,            0.004796,            0.004796
                  57,            0.065601,             0.19796,            0.031643,             0.50073,              0.3674,             0.36894,             0.18844,            0.062499,             0.15169,             0.02558,           0.0046568,           0.0046568,           0.0046568
                  58,            0.065582,             0.19769,            0.031475,             0.49676,             0.36767,             0.36985,              0.1897,            0.062407,             0.15163,            0.025445,           0.0045184,           0.0045184,           0.0045184
